x,name,bio
http://vocab.getty.edu/ulan/500345487,"Brendel, Micha","German installation artist, born 1959"
http://vocab.getty.edu/ulan/500346303,"Brock, Bazon","Austrian painter and installation artist, born 1936"
http://vocab.getty.edu/ulan/500346883,"Gaulke, Cheri","American installation and performance artist, born 1954"
http://vocab.getty.edu/ulan/500347275,"Noël, Ann","English painter, book artist, and printmaker, born 1944"
http://vocab.getty.edu/ulan/500347475,"Leutenegger, Zilla","Swiss video and performance artist, born 1968"
http://vocab.getty.edu/ulan/500347544,"Lemon, Ralph","American performance artist, born 1952"
http://vocab.getty.edu/ulan/500347816,"Frueh, Joanna","American performance artist, born 1948"
http://vocab.getty.edu/ulan/500348464,"Böniger, Elsbeth","Swiss installation artist, born 1945"
http://vocab.getty.edu/ulan/500350390,"Murrin, Tom","American performance artist, 1939-2012"
http://vocab.getty.edu/ulan/500350481,"Smith, Jack","American filmmaker, 1932-1989"
http://vocab.getty.edu/ulan/500350676,Throbbing Gristle,"English performance and musical group, active primarily 1976-1981"
http://vocab.getty.edu/ulan/500350695,"Tong, Winston","American performer and visual artist, born 1951"
http://vocab.getty.edu/ulan/500350807,"Villa, Carlos","Filipino-American painter and performance artist, 1936-2013"
http://vocab.getty.edu/ulan/500350875,"Went, Johanna","American performance artist, contemporary"
http://vocab.getty.edu/ulan/500351007,Z'ev,"American sound artist, born 1951 "
http://vocab.getty.edu/ulan/500351030,"Abell, Jeff","American performance artist, contemporary"
http://vocab.getty.edu/ulan/500351035,"Achtman, Arnie","American actor and performance artist, died 2005"
http://vocab.getty.edu/ulan/500351041,"Adorno, Olga","American performance artist and dancer, contemporary"
http://vocab.getty.edu/ulan/500351045,Akademia Ruchu,"Polish performance group, active from 1973"
http://vocab.getty.edu/ulan/500351049,"Albertano, Linda","American performance artist, contemporary"
http://vocab.getty.edu/ulan/500351061,"Alfaro, Luis","American writer and performance artist, born 1963"
http://vocab.getty.edu/ulan/500351136,Eiko and Koma,"Japanese choreographers, founded 1972"
http://vocab.getty.edu/ulan/500351227,"Kaufman, Andy","American actor and comdedian, 1949-1984"
http://vocab.getty.edu/ulan/500351293,"O'Connell, Laurie","American performance artist and musician, contemporary"
http://vocab.getty.edu/ulan/500351346,"Arcade, Penny","American performance artist, born 1950"
http://vocab.getty.edu/ulan/500351456,"Finley, Karen","American performance artist, born 1956"
http://vocab.getty.edu/ulan/500351470,"Flanagan, Bob","American performance artist, 1952-1996"
http://vocab.getty.edu/ulan/500351481,"Fontana, Giovanni","Italian poet, performance artist, and author, born 1946"
http://vocab.getty.edu/ulan/500351529,Komar and Melamid,"Russian painters and performance artists, active from 1965"
http://vocab.getty.edu/ulan/500351978,Bob & Bob,"American performance artist duo, contemporary"
http://vocab.getty.edu/ulan/500352312,"Bustamante, Nao","American multimedia and performance artist, contemporary"
http://vocab.getty.edu/ulan/500352415,"Lunch, Lydia","American writer, performer, and visual artist, born 1959"
http://vocab.getty.edu/ulan/500352527,"Rodney (Sur), Sur","American artist, writer, and activist, contemporary"
http://vocab.getty.edu/ulan/500352650,"Hansen, Al","American collagist, performance artist, 1927-1995"
http://vocab.getty.edu/ulan/500352667,"Hashimoto, Kelly","American performance artist, contemporary"
http://vocab.getty.edu/ulan/500352685,"Heidsieck, Bernard","French sound poet, 1928-2014"
http://vocab.getty.edu/ulan/500352891,"Coates, George","American performance artist and theater producer, born 1952"
http://vocab.getty.edu/ulan/500352924,"Cooper, Dennis","American writer, born 1953"
http://vocab.getty.edu/ulan/500352940,Coum Transmissions,"English performance art group, active 1969-1976"
http://vocab.getty.edu/ulan/500353018,"Hughes, Holly","American performance artist and playwright, born 1955"
http://vocab.getty.edu/ulan/500353046,"Miller, Tim","American performance artist, born 1958"
http://vocab.getty.edu/ulan/500353225,Dancenoise,"American performance artists, active from 1983"
http://vocab.getty.edu/ulan/500353364,"Blume, Anna","German photographer and performance artist, born 1937"
http://vocab.getty.edu/ulan/500353372,"Crash, Kate","American musician and performance artist, contemporary"
http://vocab.getty.edu/ulan/500353409,"Lehmann, Wolfgang","German painter, photographer, and performance artist, born 1950"
http://vocab.getty.edu/ulan/500353411,"Bodzianowski, Cezary","Polish performance artist, born 1968"
http://vocab.getty.edu/ulan/500353415,"Czerepok, Hubert","Polish multimedia and installation artist, born 1973"
http://vocab.getty.edu/ulan/500353416,"Dawicki, Oskar","Polish performance and installation artist, born 1971"
http://vocab.getty.edu/ulan/500353424,"Kozyra, Katarzyna","Polish installation and performance artist, born 1963"
http://vocab.getty.edu/ulan/500353433,"Molska, Anna","Polish performance and video artist, born 1983"
http://vocab.getty.edu/ulan/500353445,Grupa Twożywo,"Polish muralists and draftsmen, working together from 1995"
http://vocab.getty.edu/ulan/500353446,"Libel, Mariusz","Polish muralist and draftsman, born 1978"
http://vocab.getty.edu/ulan/500353447,"Sidorek, Krzysztof","Polish muralist and draftsman, born 1976"
http://vocab.getty.edu/ulan/500353451,"Damnjanovic-Damjnan, Radomir","Bosnian Herzegovinian video and performance artist, born 1936"
http://vocab.getty.edu/ulan/500353573,"Schröder, Johannes Lothar","German performance artist, contemporary"
http://vocab.getty.edu/ulan/500354775,"Case, Carson","American sculptor, painter, choreographer, born 1970"
http://vocab.getty.edu/ulan/500355429,"Eisenhauer, Letty","American performance artist, born 1935"
http://vocab.getty.edu/ulan/500355446,"Mucha, Pat","American poet and performance artist, born 1935"
http://vocab.getty.edu/ulan/500355458,"Haimsohn, Jana","American video artist, performance artist, and dancer, born 1952"
http://vocab.getty.edu/ulan/500355460,"Mascatello, Tony","American actor and performance artist, contemporary"
http://vocab.getty.edu/ulan/500355479,"Van Saun, John","American artist and photographer, born 1939"
http://vocab.getty.edu/ulan/500355490,"Yoshida, Minoru","Japanese performance artist, contemporary"
http://vocab.getty.edu/ulan/500355598,"Cupere, Peter de","Belgian performance artist, born 1970"
http://vocab.getty.edu/ulan/500355618,"Chopra, Nikhil","Indian performance artist, born 1974"
http://vocab.getty.edu/ulan/500355761,"Cummins, Pauline","Irish ceramicist and painter, born 1949"
http://vocab.getty.edu/ulan/500355767,"Plender, Olivia","English installation, video, and performance artist, born 1977, active in Berlin"
http://vocab.getty.edu/ulan/500355798,"Wa Lehulere, Kemang","South African master draftsman, painter, and video artist, born 1984"
http://vocab.getty.edu/ulan/500355801,"Wlodarczak, Gosia","Polish draftsman and performance artist, born 1959, active in Melbourne"
http://vocab.getty.edu/ulan/500355807,"Arndt, Olaf","German performance and computer artist, born 1961, active in Berlin"
http://vocab.getty.edu/ulan/500355809,"Cohen, Bruno","French video and computer artist, born 1953"
http://vocab.getty.edu/ulan/500355841,"Tijen, Tjebbe van","Dutch performance and multimedia artist, born 1944"
http://vocab.getty.edu/ulan/500355852,"Braun, Matti","German photographer, installation and performance artist, born 1968"
http://vocab.getty.edu/ulan/500355853,"Cidade, Marcelo","Brazilian performance and installation artist, born 1979"
http://vocab.getty.edu/ulan/500355854,"Claydon, Steven","English sculptor, born 1969"
http://vocab.getty.edu/ulan/500355855,"Cunha, Alexandre da","Brazilian sculptor and performance artist, born 1969, active in London"
http://vocab.getty.edu/ulan/500355856,"Djordjadze, Thea","Georgian performance and installation artist, born 1971, active in Cologne, Germany"
http://vocab.getty.edu/ulan/500355863,"Favaretto, Lara","Italian installation and performance artist, born 1973"
http://vocab.getty.edu/ulan/500355865,"Gantner, Wolfgang","Austrian performance and installation artist, born 1971"
http://vocab.getty.edu/ulan/500355906,"Pisano, Falke","Dutch installation artist, born 1978"
http://vocab.getty.edu/ulan/500355910,"Reynaud-Dewar, Lili","French installation and performance artist, born 1974"
http://vocab.getty.edu/ulan/500355914,"White, Ian","English performance artist and curator, 1971-2013"
http://vocab.getty.edu/ulan/500355990,"Kenawy, Amal","Egyptian video artist, 1974-2012"
http://vocab.getty.edu/ulan/500356075,"Mwangi, Ingrid","Kenyan and German performance artist, born 1975"
http://vocab.getty.edu/ulan/500356076,IngridMwangiRobertHutter,"German and Kenyan performance artists, contemporary"
http://vocab.getty.edu/ulan/500356091,"Musa, Hassan","Sudanese draftsman, born 1951, active in France"
http://vocab.getty.edu/ulan/500356315,Xiao Lu,"Chinese installation and performance artist, born 1962"
http://vocab.getty.edu/ulan/500356351,"Knaflewski, Leszek","Polish multimedia artist, 1960-2014"
http://vocab.getty.edu/ulan/500356373,"Afif, Saâdane","French conceptual and installation artist, born 1970"
http://vocab.getty.edu/ulan/500356377,"Kasböck, Karin","German performance, installation, and multimedia artist, born 1969"
http://vocab.getty.edu/ulan/500356378,"Leitner, Christoph Maria","German performance, installation, and multimedia artist, born 1968"
http://vocab.getty.edu/ulan/500356379,bankleer,"German artists' group, founded 1999"
http://vocab.getty.edu/ulan/500356393,"Wong, Ming","Singaporean video, performance, and installation artist, born 1971, active in Germany and Singapore"
http://vocab.getty.edu/ulan/500356428,"Villanes, Eduardo","Peruvian video, installation, and performance artist, born 1967"
http://vocab.getty.edu/ulan/500356511,"Barrio, Artur","Portuguese mixed-media artist, born 1945"
http://vocab.getty.edu/ulan/500356652,"Ferrari, Donato","Italian painter, born 1933"
http://vocab.getty.edu/ulan/500356877,"Tutti, Cosey Fanni","English performance artist and musician, born 1951"
http://vocab.getty.edu/ulan/500356878,"Christopherson, Peter","English multimedia and performance artist, 1955-2010"
http://vocab.getty.edu/ulan/500357022,"Smith, Michael","American video and performance artist, born 1951"
http://vocab.getty.edu/ulan/500357091,"Philips, Michael","American performance artist and photographer, contemporary"
http://vocab.getty.edu/ulan/500371735,"Nikolayev, Leonid","Russian artist and activist, 1984-2015"
http://vocab.getty.edu/ulan/500371744,"Twist, Basil","American puppeteer and director, born 1969"
